GEOCODE,PLACE,PLACENAME,P00010001_2010,P00010001,P00010001_d,P00010001_pd,RANK_POP_2010,RANK_POP,RANK_POP_d,RANK_POP_pd,POPDEN_2010,POPDEN,POPDEN_d,POPDEN_pd,H00010001_2010,H00010001,H00010001_d,H00010001_pd,H00010002_2010,H00010002,H00010002_d,H00010002_pd,H00010003_2010,H00010003,H00010003_d,H00010003_pd,OCC_2010,OCC,OCC_d,OCC_pd,VAC_2010,VAC,VAC_d,VAC_pd,LANDSQMI_2010,LANDSQMI,LANDSQMI_d,LANDSQMI_pd,AREASQMI_2010,AREASQMI,AREASQMI_d,AREASQMI_pd,WATERPCT_2010,WATERPCT,WATERPCT_d,WATERPCT_pd,P00010002_2010,P00010002,P00010002_d,P00010002_pd,P00010003_2010,P00010003,P00010003_d,P00010003_pd,P00010004_2010,P00010004,P00010004_d,P00010004_pd,P00010005_2010,P00010005,P00010005_d,P00010005_pd,P00010006_2010,P00010006,P00010006_d,P00010006_pd,P00010007_2010,P00010007,P00010007_d,P00010007_pd,P00010008_2010,P00010008,P00010008_d,P00010008_pd,P00010009_2010,P00010009,P00010009_d,P00010009_pd,P00020001_2010,P00020001,P00020001_d,P00020001_pd,P00020002_2010,P00020002,P00020002_d,P00020002_pd,P00020003_2010,P00020003,P00020003_d,P00020003_pd,P00020004_2010,P00020004,P00020004_d,P00020004_pd,P00020005_2010,P00020005,P00020005_d,P00020005_pd,P00020006_2010,P00020006,P00020006_d,P00020006_pd,P00020007_2010,P00020007,P00020007_d,P00020007_pd,P00020008_2010,P00020008,P00020008_d,P00020008_pd,P00020009_2010,P00020009,P00020009_d,P00020009_pd,P00020010_2010,P00020010,P00020010_d,P00020010_pd,P00020011_2010,P00020011,P00020011_d,P00020011_pd,P00030001_2010,P00030001,P00030001_d,P00030001_pd,P00030002_2010,P00030002,P00030002_d,P00030002_pd,P00030003_2010,P00030003,P00030003_d,P00030003_pd,P00030004_2010,P00030004,P00030004_d,P00030004_pd,P00030005_2010,P00030005,P00030005_d,P00030005_pd,P00030006_2010,P00030006,P00030006_d,P00030006_pd,P00030007_2010,P00030007,P00030007_d,P00030007_pd,P00030008_2010,P00030008,P00030008_d,P00030008_pd,P00030009_2010,P00030009,P00030009_d,P00030009_pd,P00040001_2010,P00040001,P00040001_d,P00040001_pd,P00040002_2010,P00040002,P00040002_d,P00040002_pd,P00040003_2010,P00040003,P00040003_d,P00040003_pd,P00040004_2010,P00040004,P00040004_d,P00040004_pd,P00040005_2010,P00040005,P00040005_d,P00040005_pd,P00040006_2010,P00040006,P00040006_d,P00040006_pd,P00040007_2010,P00040007,P00040007_d,P00040007_pd,P00040008_2010,P00040008,P00040008_d,P00040008_pd,P00040009_2010,P00040009,P00040009_d,P00040009_pd,P00040010_2010,P00040010,P00040010_d,P00040010_pd,P00040011_2010,P00040011,P00040011_d,P00040011_pd,C0010001_2010,C0010001,C0010001_d,C0010001_pd,C0010002_2010,C0010002,C0010002_d,C0010002_pd,C0010003_2010,C0010003,C0010003_d,C0010003_pd,C0010004_2010,C0010004,C0010004_d,C0010004_pd,C0010005_2010,C0010005,C0010005_d,C0010005_pd,C0010006_2010,C0010006,C0010006_d,C0010006_pd,C0020001_2010,C0020001,C0020001_d,C0020001_pd,C0020002_2010,C0020002,C0020002_d,C0020002_pd,C0020003_2010,C0020003,C0020003_d,C0020003_pd,C0020004_2010,C0020004,C0020004_d,C0020004_pd,C0020005_2010,C0020005,C0020005_d,C0020005_pd,C0020006_2010,C0020006,C0020006_d,C0020006_pd,C0030001_2010,C0030001,C0030001_d,C0030001_pd,C0030002_2010,C0030002,C0030002_d,C0030002_pd,C0030003_2010,C0030003,C0030003_d,C0030003_pd,C0030004_2010,C0030004,C0030004_d,C0030004_pd,C0030005_2010,C0030005,C0030005_d,C0030005_pd,C0030006_2010,C0030006,C0030006_d,C0030006_pd,C0040001_2010,C0040001,C0040001_d,C0040001_pd,C0040002_2010,C0040002,C0040002_d,C0040002_pd,C0040003_2010,C0040003,C0040003_d,C0040003_pd,C0040004_2010,C0040004,C0040004_d,C0040004_pd,C0040005_2010,C0040005,C0040005_d,C0040005_pd,C0040006_2010,C0040006,C0040006_d,C0040006_pd,P00010010_2010,P00010010,P00010010_d,P00010010_pd,P00010011_2010,P00010011,P00010011_d,P00010011_pd,P00010012_2010,P00010012,P00010012_d,P00010012_pd,P00010013_2010,P00010013,P00010013_d,P00010013_pd,P00010014_2010,P00010014,P00010014_d,P00010014_pd,P00010015_2010,P00010015,P00010015_d,P00010015_pd,P00010016_2010,P00010016,P00010016_d,P00010016_pd,P00010017_2010,P00010017,P00010017_d,P00010017_pd,P00010018_2010,P00010018,P00010018_d,P00010018_pd,P00010019_2010,P00010019,P00010019_d,P00010019_pd,P00010020_2010,P00010020,P00010020_d,P00010020_pd,P00010021_2010,P00010021,P00010021_d,P00010021_pd,P00010022_2010,P00010022,P00010022_d,P00010022_pd,P00010023_2010,P00010023,P00010023_d,P00010023_pd,P00010024_2010,P00010024,P00010024_d,P00010024_pd,P00010025_2010,P00010025,P00010025_d,P00010025_pd,T0050001_2010,T0050001,T0050001_d,T0050001_pd,P00050001,P00050002,P00050003,P00050004,P00050005,P00050006,P00050007,P00050008,P00050009,P00050010
01780,01780,Amanda Park,252,162,-90,-35.7142857143,275,309,34,12.36363636364,30.65,19.7,-10.95,-35.7259380098,109,68,-41,-37.6146788991,90,51,-39,-43.3333333333,19,17,-2,-10.5263157895,82.57,75,-7.57,-9.16797868475,17.43,25,7.57,43.43086632243,8.221865892815,8.221865892819,4.44977388E-12,5.4121217E-11,8.497509254869,8.497508868772,-3.86097625E-7,-4.54365642E-6,3.243813613927,3.243809217606,-4.39632127E-6,-0.0001355294,239,121,-118,-49.3723849372,171,65,-106,-61.9883040936,0,1,1,,50,28,-22,-44,5,2,-3,-60,0,0,0,,13,25,12,92.30769230769,13,41,28,215.3846153846,252,162,-90,-35.7142857143,79,53,-26,-32.9113924051,173,109,-64,-36.9942196532,161,89,-72,-44.7204968944,108,62,-46,-42.5925925926,0,1,1,,48,24,-24,-50,5,2,-3,-60,0,0,0,,0,0,0,,12,20,8,66.66666666667,178,106,-72,-40.4494382022,169,80,-89,-52.6627218935,123,46,-77,-62.6016260163,0,1,1,,32,14,-18,-56.25,5,2,-3,-60,0,0,0,,9,17,8,88.88888888889,9,26,17,188.8888888889,178,106,-72,-40.4494382022,54,29,-25,-46.2962962963,124,77,-47,-37.9032258065,115,60,-55,-47.8260869565,80,43,-37,-46.25,0,1,1,,30,14,-16,-53.3333333333,5,2,-3,-60,0,0,0,,0,0,0,,9,17,8,88.88888888889,183,102,-81,-44.262295082,3,2,-1,-33.3333333333,63,44,-19,-30.1587301587,5,8,3,60,0,1,1,,13,50,37,284.6153846154,119,82,-37,-31.0924369748,3,2,-1,-33.3333333333,60,38,-22,-36.6666666667,5,6,1,20,0,1,1,,0,4,4,,131,72,-59,-45.0381679389,1,1,0,0,41,25,-16,-39.0243902439,5,6,1,20,0,1,1,,9,29,20,222.2222222222,88,60,-28,-31.8181818182,1,1,0,0,39,25,-14,-35.8974358974,5,6,1,20,0,1,1,,0,3,3,,11,38,27,245.4545454545,0,0,0,,10,13,3,30,0,2,2,,0,0,0,,0,19,19,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,0,0,0,,0,2,2,,0,0,0,,2,3,1,50,0,0,0,0,0,0,0,0,0,0
01850,01850,Amboy,1608,1800,192,11.94029850746,161,160,-1,-0.62111801242,161.02,180.33,19.31,11.99229909328,569,594,25,4.393673110721,535,576,41,7.663551401869,34,18,-16,-47.0588235294,94.02,96.97,2.95,3.137630291427,5.98,3.03,-2.95,-49.3311036789,9.986057078257,9.981963236899,-0.00409384136,-0.04099557339,10.00205599408,9.997962152724,-0.00409384136,-0.0409299984,0.159956271336,0.160021768243,0.000065496907,0.040946757699,1589,1700,111,6.985525487728,1541,1606,65,4.218040233615,3,3,0,0,18,24,6,33.33333333333,13,24,11,84.61538461538,0,11,11,,14,32,18,128.5714285714,19,100,81,426.3157894737,1608,1800,192,11.94029850746,42,106,64,152.380952381,1566,1694,128,8.173690932312,1551,1620,69,4.448742746615,1519,1564,45,2.962475312706,3,3,0,0,17,15,-2,-11.7647058824,12,24,12,100,0,10,10,,0,4,4,,15,74,59,393.3333333333,1094,1310,216,19.74405850091,1079,1247,168,15.56997219648,1043,1179,136,13.0393096836,2,1,-1,-50,13,24,11,84.61538461538,11,16,5,45.45454545455,0,5,5,,10,22,12,120,15,63,48,320,1094,1310,216,19.74405850091,22,68,46,209.0909090909,1072,1242,170,15.85820895522,1058,1194,136,12.85444234405,1034,1155,121,11.70212765957,2,1,-1,-50,12,15,3,25,10,16,6,60,0,5,5,,0,2,2,,14,48,34,242.8571428571,1556,1705,149,9.575835475578,6,6,0,0,24,64,40,166.6666666667,20,44,24,120,1,15,14,1400,20,72,52,260,1533,1637,104,6.784083496412,6,6,0,0,23,52,29,126.0869565217,16,44,28,175,1,14,13,1300,2,19,17,850,1057,1241,184,17.40775780511,5,4,-1,-20,19,54,35,184.2105263158,14,24,10,71.42857142857,1,5,4,400,13,51,38,292.3076923077,1047,1202,155,14.80420248329,5,4,-1,-20,18,42,24,133.3333333333,13,24,11,84.61538461538,1,5,4,400,2,17,15,750,19,94,75,394.7368421053,2,0,-2,-100,5,33,28,560,4,18,14,350,1,4,3,300,3,38,35,1166.666666667,1,1,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,3,0,-3,-100,0,0,0,,0,6,6,,0,0,0,0,0,0,0,0,0,0
01920,01920,Ames Lake,1486,1524,38,2.557200538358,170,172,2,1.176470588235,929.12,951.08,21.96,2.363526778027,590,599,9,1.525423728814,560,574,14,2.5,30,25,-5,-16.6666666667,94.92,95.83,0.91,0.958702064897,5.08,4.17,-0.91,-17.9133858268,1.599354514384,1.602381169334,0.00302665495,0.189242280112,1.719362406312,1.722389061263,0.00302665495,0.176033565657,6.979790385545,6.96752520251,-0.01226518303,-0.17572423177,1424,1379,-45,-3.16011235955,1345,1213,-132,-9.81412639405,6,12,6,100,4,5,1,25,66,125,59,89.39393939394,3,7,4,133.3333333333,0,17,17,,62,145,83,133.8709677419,1486,1524,38,2.557200538358,35,84,49,140,1451,1440,-11,-0.75809786354,1391,1338,-53,-3.81020848311,1313,1183,-130,-9.90099009901,6,12,6,100,4,5,1,25,65,123,58,89.23076923077,3,5,2,66.66666666667,0,10,10,,60,102,42,70,1083,1191,108,9.972299168975,1064,1110,46,4.323308270677,1000,979,-21,-2.1,4,7,3,75,4,5,1,25,53,96,43,81.1320754717,3,6,3,100,0,17,17,,19,81,62,326.3157894737,1083,1191,108,9.972299168975,21,57,36,171.4285714286,1062,1134,72,6.779661016949,1043,1074,31,2.972195589645,980,954,-26,-2.65306122449,4,7,3,75,4,5,1,25,52,94,42,80.76923076923,3,4,1,33.33333333333,0,10,10,,19,60,41,215.7894736842,1398,1356,-42,-3.00429184549,18,23,5,27.77777777778,18,32,14,77.77777777778,109,176,67,61.46788990826,8,13,5,62.5,1,79,78,7800,1364,1284,-80,-5.8651026393,18,20,2,11.11111111111,18,25,7,38.88888888889,106,174,68,64.15094339623,6,11,5,83.33333333333,1,30,29,2900,1014,1059,45,4.437869822485,6,14,8,133.3333333333,12,19,7,58.33333333333,63,118,55,87.30158730159,6,10,4,66.66666666667,1,57,56,5600,994,1013,19,1.911468812877,6,12,6,100,12,16,4,33.33333333333,62,116,54,87.09677419355,6,8,2,33.33333333333,1,29,28,2800,58,137,79,136.2068965517,5,5,0,0,11,20,9,81.81818181818,32,48,16,50,1,6,5,500,0,56,56,,0,1,1,,6,1,-5,-83.3333333333,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,-1,-100,2,0,-2,-100,0,0,0,,0,0,0,,4,8,4,100,0,0,0,0,0,0,0,0,0,0
02025,02025,Anatone,,25,,,,355,,,,207.97,,,,14,,,,4,,,,10,,,,28.57,,,,71.43,,,,0.120207120651,,,,0.120207120651,,,,0,,,,25,,,,23,,,,0,,,,0,,,,0,,,,1,,,,1,,,,0,,,,25,,,,1,,,,24,,,,24,,,,23,,,,0,,,,0,,,,0,,,,1,,,,0,,,,0,,,,22,,,,22,,,,20,,,,0,,,,0,,,,0,,,,1,,,,1,,,,0,,,,22,,,,1,,,,21,,,,21,,,,20,,,,0,,,,0,,,,0,,,,1,,,,0,,,,0,,,,23,,,,0,,,,0,,,,0,,,,1,,,,1,,,,23,,,,0,,,,0,,,,0,,,,1,,,,0,,,,20,,,,0,,,,0,,,,0,,,,1,,,,1,,,,20,,,,0,,,,0,,,,0,,,,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0
02060,02060,Anderson Island,1037,1302,265,25.55448408872,185,178,-7,-3.78378378378,133.97,164.13,30.16,22.51250279913,1025,1096,71,6.926829268293,508,642,134,26.37795275591,517,454,-63,-12.1856866538,49.56,58.58,9.02,18.2001614205,50.44,41.42,-9.02,-17.8826328311,7.740544357734,7.932656830843,0.192112473108,2.481898742898,8.219564723852,14.12781989723,5.908255173381,71.88038992182,5.827806972886,43.85080721197,38.02300023909,652.4409682062,1011,1161,150,14.83679525223,990,1083,93,9.393939393939,5,12,7,140,4,22,18,450,9,30,21,233.3333333333,0,3,3,,3,11,8,266.6666666667,26,141,115,442.3076923077,1037,1302,265,25.55448408872,43,62,19,44.18604651163,994,1240,246,24.74849094567,973,1131,158,16.23843782117,954,1063,109,11.42557651992,5,12,7,140,3,15,12,400,9,29,20,222.2222222222,0,2,2,,2,10,8,400,21,109,88,419.0476190476,894,1177,283,31.65548098434,881,1076,195,22.13393870602,865,1013,148,17.1098265896,3,10,7,233.3333333333,4,13,9,225,6,28,22,366.6666666667,0,3,3,,3,9,6,200,13,101,88,676.9230769231,894,1177,283,31.65548098434,24,39,15,62.5,870,1138,268,30.80459770115,858,1062,204,23.77622377622,844,1004,160,18.95734597156,3,10,7,233.3333333333,3,9,6,200,6,28,22,366.6666666667,0,2,2,,2,9,7,350,12,76,64,533.3333333333,1014,1211,197,19.42800788955,14,39,25,178.5714285714,15,70,55,366.6666666667,11,73,62,563.6363636364,3,26,23,766.6666666667,8,49,41,512.5,973,1162,189,19.42446043165,14,34,20,142.8571428571,14,54,40,285.7142857143,11,67,56,509.0909090909,3,24,21,700,2,27,25,1250,876,1106,230,26.25570776256,8,26,18,225,12,45,33,275,7,50,43,614.2857142857,2,20,18,900,4,46,42,1050,854,1074,220,25.76112412178,8,23,15,187.5,11,36,25,227.2727272727,7,48,41,585.7142857143,2,18,16,800,2,26,24,1200,24,118,94,391.6666666667,6,14,8,133.3333333333,8,30,22,275,1,27,26,2600,2,5,3,150,5,29,24,480,2,2,0,0,0,0,0,,0,2,2,,0,2,2,,0,0,0,,0,1,1,,0,0,0,,0,6,6,,0,0,0,,0,0,0,,2,23,21,1050,0,0,0,0,0,0,0,0,0,0
02620,02620,Arlington Heights,2284,2477,193,8.450087565674,138,136,-2,-1.44927536232,271.99,294.89,22.9,8.419427184823,832,906,74,8.894230769231,797,881,84,10.53952321205,35,25,-10,-28.5714285714,95.79,97.24,1.45,1.51372794655,4.21,2.76,-1.45,-34.4418052257,8.397343153713,8.399653589126,0.002310435412,0.027513885879,8.397343153713,8.399653589126,0.002310435412,0.027513885879,0,0,0,,2224,2253,29,1.303956834532,2143,2188,45,2.099860009333,6,3,-3,-50,19,20,1,5.263157894737,22,23,1,4.545454545455,2,3,1,50,32,16,-16,-50,60,224,164,273.3333333333,2284,2477,193,8.450087565674,64,90,26,40.625,2220,2387,167,7.522522522523,2170,2209,39,1.797235023041,2118,2156,38,1.794145420208,5,3,-2,-40,18,15,-3,-16.6666666667,22,23,1,4.545454545455,2,3,1,50,5,9,4,80,50,178,128,256,1762,1965,203,11.52099886493,1734,1816,82,4.728950403691,1685,1758,73,4.33234421365,1,1,0,0,12,20,8,66.66666666667,13,21,8,61.53846153846,2,1,-1,-50,21,15,-6,-28.5714285714,28,149,121,432.1428571429,1762,1965,203,11.52099886493,37,55,18,48.64864864865,1725,1910,185,10.72463768116,1700,1792,92,5.411764705882,1668,1745,77,4.616306954436,1,1,0,0,12,15,3,25,13,21,8,61.53846153846,2,1,-1,-50,4,9,5,125,25,118,93,372,2201,2411,210,9.541117673785,11,15,4,36.36363636364,44,108,64,145.4545454545,45,58,13,28.88888888889,2,6,4,200,42,113,71,169.0476190476,2166,2333,167,7.710064635272,10,14,4,40,43,96,53,123.2558139535,44,56,12,27.27272727273,2,4,2,100,6,69,63,1050,1712,1906,194,11.33177570093,1,7,6,600,31,77,46,148.3870967742,20,46,26,130,2,2,0,0,24,83,59,245.8333333333,1692,1862,170,10.04728132388,1,6,5,500,31,66,35,112.9032258065,19,44,25,131.5789473684,2,2,0,0,5,52,47,940,59,217,158,267.7966101695,5,8,3,60,22,83,61,277.2727272727,20,28,8,40,0,2,2,,10,95,85,850,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,0,-2,-100,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,1,7,6,600,5,0,0,0,0,0,5,0,0,5
02910,02910,Artondale,12653,13641,988,7.808424879475,27,28,1,3.703703703704,931.46,1019.83,88.37,9.487256564963,4944,5234,290,5.86569579288,4633,5016,383,8.266781782862,311,218,-93,-29.9035369775,93.71,95.83,2.12,2.262298580728,6.29,4.17,-2.12,-33.7042925278,13.58407452081,13.3758079188,-0.208266602,-1.53316739897,13.83654480252,17.90851617846,4.071971375932,29.42910556102,1.824662770358,25.31035075427,23.48568798391,1287.124852079,12185,12321,136,1.116126384899,11567,11447,-120,-1.03743407971,74,97,23,31.08108108108,87,69,-18,-20.6896551724,273,380,107,39.19413919414,47,40,-7,-14.8936170213,137,288,151,110.2189781022,468,1320,852,182.0512820513,12653,13641,988,7.808424879475,587,858,271,46.16695059625,12066,12783,717,5.942317255097,11678,11859,181,1.549922932009,11223,11198,-25,-0.22275683863,71,85,14,19.71830985915,73,51,-22,-30.1369863014,253,367,114,45.05928853755,47,40,-7,-14.8936170213,11,118,107,972.7272727273,388,924,536,138.1443298969,9337,10494,1157,12.39156045839,9126,9724,598,6.552706552707,8681,9037,356,4.100910033406,58,62,4,6.896551724138,56,51,-5,-8.92857142857,205,309,104,50.73170731707,35,30,-5,-14.2857142857,91,235,144,158.2417582418,211,770,559,264.9289099526,9337,10494,1157,12.39156045839,338,533,195,57.69230769231,8999,9961,962,10.69007667519,8817,9430,613,6.952478167177,8481,8902,421,4.964037259757,55,55,0,0,49,42,-7,-14.2857142857,190,301,111,58.42105263158,35,30,-5,-14.2857142857,7,100,93,1328.571428571,182,531,349,191.7582417582,12001,12716,715,5.957836846929,174,261,87,50,231,354,123,53.24675324675,482,762,280,58.09128630705,96,129,33,34.375,192,850,658,342.7083333333,11587,12087,500,4.315180806076,161,208,47,29.19254658385,198,289,91,45.9595959596,437,716,279,63.84439359268,91,122,31,34.06593406593,19,341,322,1694.736842105,8869,9776,907,10.2266320893,92,134,42,45.65217391304,146,230,84,57.53424657534,285,494,209,73.33333333333,55,74,19,34.54545454545,117,607,490,418.8034188034,8645,9411,766,8.860613071139,87,110,23,26.4367816092,134,204,70,52.23880597015,261,471,210,80.45977011494,55,69,14,25.45454545455,12,252,240,2000,413,1226,813,196.8523002421,65,101,36,55.38461538462,109,236,127,116.5137614679,153,296,143,93.46405228758,21,44,23,109.5238095238,31,504,473,1525.806451613,4,5,1,25,7,7,0,0,3,3,0,0,1,3,2,200,2,3,1,50,0,1,1,,0,4,4,,8,12,4,50,9,6,-3,-33.3333333333,0,1,1,,55,94,39,70.90909090909,55,0,0,0,0,0,55,0,0,55
03005,03005,Ashford,217,303,86,39.63133640553,281,272,-9,-3.20284697509,106.67,122.8,16.13,15.12140245617,181,189,8,4.419889502762,100,133,33,33,81,56,-25,-30.8641975309,55.25,70.37,15.12,27.3665158371,44.75,29.63,-15.12,-33.7877094972,2.034229502222,2.467350427878,0.433120925657,21.29164507661,2.065367484328,2.493928543298,0.42856105897,20.74986956181,1.507624301378,1.065712788416,-0.44191151296,-29.3117796362,212,270,58,27.35849056604,196,262,66,33.67346938776,0,3,3,,2,1,-1,-50,13,1,-12,-92.3076923077,0,0,0,,1,3,2,200,5,33,28,560,217,303,86,39.63133640553,2,9,7,350,215,294,79,36.74418604651,210,269,59,28.09523809524,195,261,66,33.84615384615,0,3,3,,2,1,-1,-50,13,1,-12,-92.3076923077,0,0,0,,0,3,3,,5,25,20,400,173,237,64,36.99421965318,170,216,46,27.05882352941,156,209,53,33.97435897436,0,3,3,,2,1,-1,-50,11,1,-10,-90.9090909091,0,0,0,,1,2,1,100,3,21,18,600,173,237,64,36.99421965318,2,5,3,150,171,232,61,35.67251461988,168,215,47,27.97619047619,155,208,53,34.1935483871,0,3,3,,2,1,-1,-50,11,1,-10,-90.9090909091,0,0,0,,0,2,2,,3,17,14,466.6666666667,200,294,94,47,4,13,9,225,3,21,18,600,18,1,-17,-94.4444444444,1,0,-1,-100,1,7,6,600,199,285,86,43.21608040201,4,13,9,225,3,16,13,433.3333333333,18,1,-17,-94.4444444444,1,0,-1,-100,0,4,4,,159,229,70,44.0251572327,2,6,4,200,3,16,13,433.3333333333,14,1,-13,-92.8571428571,1,0,-1,-100,1,6,5,500,158,224,66,41.77215189873,2,6,4,200,3,15,12,400,14,1,-13,-92.8571428571,1,0,-1,-100,0,3,3,,1,33,32,3200,0,9,9,,0,19,19,,0,0,0,,0,0,0,,0,4,4,,0,1,1,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4,0,-4,-100,0,0,0,0,0,0,0,0,0,0
04100,04100,Bangor Base,6054,5482,-572,-9.44829864552,62,69,7,11.29032258065,545.08,493.67,-51.41,-9.43164306157,1281,1154,-127,-9.91412958626,1191,1026,-165,-13.8539042821,90,128,38,42.22222222222,92.97,88.91,-4.06,-4.36700010756,7.03,11.09,4.06,57.75248933144,11.10667771434,11.10466689421,-0.00201082012,-0.01810460496,11.13600873826,11.13399791814,-0.00201082012,-0.01805691942,0.263389016809,0.263436585341,0.000047568532,0.01806018041,5603,4768,-835,-14.90273068,4653,3658,-995,-21.3840532989,466,522,56,12.01716738197,70,66,-4,-5.71428571429,189,219,30,15.87301587302,28,36,8,28.57142857143,197,267,70,35.53299492386,451,714,263,58.31485587583,6054,5482,-572,-9.44829864552,829,1002,173,20.86851628468,5225,4480,-745,-14.2583732057,4895,4062,-833,-17.0173646578,4210,3265,-945,-22.4465558195,434,494,60,13.82488479263,40,34,-6,-15,173,208,35,20.23121387283,26,32,6,23.07692307692,12,29,17,141.6666666667,330,418,88,26.66666666667,4485,3950,-535,-11.9286510591,4289,3575,-714,-16.6472371182,3569,2760,-809,-22.6674138414,338,384,46,13.60946745562,55,47,-8,-14.5454545455,153,187,34,22.22222222222,20,20,0,0,154,177,23,14.93506493506,196,375,179,91.32653061224,4485,3950,-535,-11.9286510591,545,685,140,25.6880733945,3940,3265,-675,-17.1319796954,3792,3040,-752,-19.8312236287,3269,2448,-821,-25.1147139798,316,365,49,15.50632911392,33,26,-7,-21.2121212121,144,179,35,24.30555555556,19,18,-1,-5.26315789474,11,4,-7,-63.6363636364,148,225,77,52.02702702703,5048,4273,-775,-15.352614897,620,749,129,20.8064516129,169,195,26,15.38461538462,369,411,42,11.38211382114,69,84,15,21.73913043478,278,566,288,103.5971223022,4500,3622,-878,-19.5111111111,568,675,107,18.83802816901,115,133,18,15.65217391304,323,367,44,13.62229102167,59,69,10,16.94915254237,19,92,73,384.2105263158,3736,3089,-647,-17.317987152,391,500,109,27.87723785166,118,128,10,8.474576271186,224,267,43,19.19642857143,37,37,0,0,188,341,153,81.3829787234,3396,2647,-749,-22.0553592462,360,457,97,26.94444444444,82,94,12,14.63414634146,209,249,40,19.13875598086,33,32,-1,-3.0303030303,16,43,27,168.75,403,643,240,59.55334987593,98,111,13,13.26530612245,66,75,9,13.63636363636,119,121,2,1.680672268908,15,9,-6,-40,51,237,186,364.7058823529,5,10,5,100,17,14,-3,-17.6470588235,5,5,0,0,7,34,27,385.7142857143,1,1,0,0,2,0,-2,-100,4,6,2,50,5,15,10,200,7,3,-4,-57.1428571429,1,2,1,100,48,71,23,47.91666666667,1886,0,0,0,0,0,1886,0,1886,0
04125,04125,Banks Lake South,174,234,60,34.48275862069,299,288,-11,-3.67892976589,71.43,96.08,24.65,34.5093098138,106,120,14,13.20754716981,86,102,16,18.60465116279,20,18,-2,-10,81.13,85,3.87,4.770122026377,18.87,15,-3.87,-20.5087440382,2.436108584287,2.435363407089,-0.0007451772,-0.03058883346,2.902141631544,2.901514601612,-0.00062702993,-0.02160576608,16.05824616524,16.0657883391,0.007542173855,0.046967606406,171,221,50,29.23976608187,167,211,44,26.34730538922,0,2,2,,4,3,-1,-25,0,1,1,,0,0,0,,0,4,4,,3,13,10,333.3333333333,174,234,60,34.48275862069,0,13,13,,174,221,47,27.01149425287,171,214,43,25.14619883041,167,208,41,24.55089820359,0,2,2,,4,3,-1,-25,0,1,1,,0,0,0,,0,0,0,,3,7,4,133.3333333333,148,187,39,26.35135135135,146,184,38,26.02739726027,142,177,35,24.64788732394,0,0,0,,4,2,-2,-50,0,1,1,,0,0,0,,0,4,4,,2,3,1,50,148,187,39,26.35135135135,0,7,7,,148,180,32,21.62162162162,146,178,32,21.91780821918,142,175,33,23.23943661972,0,0,0,,4,2,-2,-50,0,1,1,,0,0,0,,0,0,0,,2,2,0,0,170,224,54,31.76470588235,1,5,4,400,6,5,-1,-16.6666666667,0,5,5,,0,0,0,,0,9,9,,170,215,45,26.47058823529,1,5,4,400,6,4,-2,-33.3333333333,0,4,4,,0,0,0,,0,0,0,,144,180,36,25,0,0,0,,6,2,-4,-66.6666666667,0,3,3,,0,0,0,,0,5,5,,144,177,33,22.91666666667,0,0,0,,6,2,-4,-66.6666666667,0,3,3,,0,0,0,,0,0,0,,3,12,9,300,1,3,2,200,2,1,-1,-50,0,3,3,,0,0,0,,0,5,5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,0,0,0,0,0,0,0
